
 *******************************************************************************

EXEMPLO 3D DINAMICO SOLO (1600 BE e 5 EE)                                  


DADOS

  NÚMERO DE ELEMENTOS DA MALHA= 1605
  NÚMERO DE ELEMENTOS DE CONTORNO= 1600
  NÚMERO DE PONTOS EXTREMOS DOS ELEMENTOS= 1685
  NÚMERO DE PONTOS DE GAUSS=   8
  MÓDULO DE CISALHAMENTO=  0.1000000D+01
     901      0.9500000D+01     -0.5000000D+00      0.0000000D+00
     902     -0.9500000D+01      0.8187900D-15      0.0000000D+00
     903     -0.9000000D+01      0.7216400D-15      0.0000000D+00
     904     -0.8500000D+01      0.7771600D-15      0.0000000D+00
     905     -0.8000000D+01      0.1498800D-14      0.0000000D+00
     906     -0.7500000D+01      0.1554300D-14      0.0000000D+00
     907     -0.7000000D+01      0.1554300D-14      0.0000000D+00
     908     -0.6500000D+01      0.1554300D-14      0.0000000D+00
     909     -0.6000000D+01      0.1110200D-14      0.0000000D+00
     910     -0.5500000D+01      0.6661300D-15      0.0000000D+00
     911     -0.5000000D+01      0.6661300D-15      0.0000000D+00
     912     -0.4500000D+01     -0.8881800D-15      0.0000000D+00
     913     -0.4000000D+01     -0.8881800D-15      0.0000000D+00
     914     -0.3500000D+01     -0.8881800D-15      0.0000000D+00
     915     -0.3000000D+01     -0.8881800D-15      0.0000000D+00
     916     -0.2500000D+01     -0.8881800D-15      0.0000000D+00
     917     -0.2000000D+01     -0.8881800D-15      0.0000000D+00
     918     -0.1500000D+01     -0.8881800D-15      0.0000000D+00
     919     -0.1000000D+01     -0.8881800D-15      0.0000000D+00
     920     -0.5000000D+00     -0.8881800D-15      0.0000000D+00
     921      0.0000000D+00     -0.8881800D-15      0.0000000D+00
     922      0.5000000D+00     -0.8881800D-15      0.0000000D+00
     923      0.1000000D+01     -0.8881800D-15      0.0000000D+00
     924      0.1500000D+01     -0.8881800D-15      0.0000000D+00
     925      0.2000000D+01     -0.8881800D-15      0.0000000D+00
     926      0.2500000D+01     -0.8881800D-15      0.0000000D+00
     927      0.3000000D+01     -0.8881800D-15      0.0000000D+00
     928      0.3500000D+01     -0.8881800D-15      0.0000000D+00
     929      0.4000000D+01     -0.8881800D-15      0.0000000D+00
     930      0.4500000D+01     -0.8881800D-15      0.0000000D+00
     931      0.5000000D+01     -0.8881800D-15      0.0000000D+00
     932      0.5500000D+01     -0.8881800D-15      0.0000000D+00
     933      0.6000000D+01     -0.8881800D-15      0.0000000D+00
     934      0.6500000D+01     -0.1776400D-14      0.0000000D+00
     935      0.7000000D+01     -0.1776400D-14      0.0000000D+00
     936      0.7500000D+01     -0.2664500D-14      0.0000000D+00
     937      0.8000000D+01     -0.1776400D-14      0.0000000D+00
     938      0.8500000D+01     -0.1776400D-14      0.0000000D+00
     939      0.9000000D+01     -0.1776400D-14      0.0000000D+00
     940      0.9500000D+01     -0.1776400D-14      0.0000000D+00
     941     -0.9500000D+01      0.5000000D+00      0.0000000D+00
     942     -0.9000000D+01      0.5000000D+00      0.0000000D+00
     943     -0.8500000D+01      0.5000000D+00      0.0000000D+00
     944     -0.8000000D+01      0.5000000D+00      0.0000000D+00
     945     -0.7500000D+01      0.5000000D+00      0.0000000D+00
     946     -0.7000000D+01      0.5000000D+00      0.0000000D+00
     947     -0.6500000D+01      0.5000000D+00      0.0000000D+00
     948     -0.6000000D+01      0.5000000D+00      0.0000000D+00
     949     -0.5500000D+01      0.5000000D+00      0.0000000D+00
     950     -0.5000000D+01      0.5000000D+00      0.0000000D+00
     951     -0.4500000D+01      0.5000000D+00      0.0000000D+00
     952     -0.4000000D+01      0.5000000D+00      0.0000000D+00
     953     -0.3500000D+01      0.5000000D+00      0.0000000D+00
     954     -0.3000000D+01      0.5000000D+00      0.0000000D+00
     955     -0.2500000D+01      0.5000000D+00      0.0000000D+00
     956     -0.2000000D+01      0.5000000D+00      0.0000000D+00
     957     -0.1500000D+01      0.5000000D+00      0.0000000D+00
     958     -0.1000000D+01      0.5000000D+00      0.0000000D+00
     959     -0.5000000D+00      0.5000000D+00      0.0000000D+00
     960      0.0000000D+00      0.5000000D+00      0.0000000D+00
     961      0.5000000D+00      0.5000000D+00      0.0000000D+00
     962      0.1000000D+01      0.5000000D+00      0.0000000D+00
     963      0.1500000D+01      0.5000000D+00      0.0000000D+00
     964      0.2000000D+01      0.5000000D+00      0.0000000D+00
     965      0.2500000D+01      0.5000000D+00      0.0000000D+00
     966      0.3000000D+01      0.5000000D+00      0.0000000D+00
     967      0.3500000D+01      0.5000000D+00      0.0000000D+00
     968      0.4000000D+01      0.5000000D+00      0.0000000D+00
     969      0.4500000D+01      0.5000000D+00      0.0000000D+00
     970      0.5000000D+01      0.5000000D+00      0.0000000D+00
     971      0.5500000D+01      0.5000000D+00      0.0000000D+00
     972      0.6000000D+01      0.5000000D+00      0.0000000D+00
     973      0.6500000D+01      0.5000000D+00      0.0000000D+00
     974      0.7000000D+01      0.5000000D+00      0.0000000D+00
     975      0.7500000D+01      0.5000000D+00      0.0000000D+00
     976      0.8000000D+01      0.5000000D+00      0.0000000D+00
     977      0.8500000D+01      0.5000000D+00      0.0000000D+00
     978      0.9000000D+01      0.5000000D+00      0.0000000D+00
     979      0.9500000D+01      0.5000000D+00      0.0000000D+00
     980     -0.9500000D+01      0.1000000D+01      0.0000000D+00
     981     -0.9000000D+01      0.1000000D+01      0.0000000D+00
     982     -0.8500000D+01      0.1000000D+01      0.0000000D+00
     983     -0.8000000D+01      0.1000000D+01      0.0000000D+00
     984     -0.7500000D+01      0.1000000D+01      0.0000000D+00
     985     -0.7000000D+01      0.1000000D+01      0.0000000D+00
     986     -0.6500000D+01      0.1000000D+01      0.0000000D+00
     987     -0.6000000D+01      0.1000000D+01      0.0000000D+00
     988     -0.5500000D+01      0.1000000D+01      0.0000000D+00
     989     -0.5000000D+01      0.1000000D+01      0.0000000D+00
     990     -0.4500000D+01      0.1000000D+01      0.0000000D+00
     991     -0.4000000D+01      0.1000000D+01      0.0000000D+00
     992     -0.3500000D+01      0.1000000D+01      0.0000000D+00
     993     -0.3000000D+01      0.1000000D+01      0.0000000D+00
     994     -0.2500000D+01      0.1000000D+01      0.0000000D+00
     995     -0.2000000D+01      0.1000000D+01      0.0000000D+00
     996     -0.1500000D+01      0.1000000D+01      0.0000000D+00
     997     -0.1000000D+01      0.1000000D+01      0.0000000D+00
     998     -0.5000000D+00      0.1000000D+01      0.0000000D+00
     999      0.0000000D+00      0.1000000D+01      0.0000000D+00
    1000      0.5000000D+00      0.1000000D+01      0.0000000D+00
    1001      0.1000000D+01      0.1000000D+01      0.0000000D+00
    1002      0.1500000D+01      0.1000000D+01      0.0000000D+00
    1003      0.2000000D+01      0.1000000D+01      0.0000000D+00
    1004      0.2500000D+01      0.1000000D+01      0.0000000D+00
    1005      0.3000000D+01      0.1000000D+01      0.0000000D+00
    1006      0.3500000D+01      0.1000000D+01      0.0000000D+00
    1007      0.4000000D+01      0.1000000D+01      0.0000000D+00
    1008      0.4500000D+01      0.1000000D+01      0.0000000D+00
    1009      0.5000000D+01      0.1000000D+01      0.0000000D+00
    1010      0.5500000D+01      0.1000000D+01      0.0000000D+00
    1011      0.6000000D+01      0.1000000D+01      0.0000000D+00
    1012      0.6500000D+01      0.1000000D+01      0.0000000D+00
    1013      0.7000000D+01      0.1000000D+01      0.0000000D+00
    1014      0.7500000D+01      0.1000000D+01      0.0000000D+00
    1015      0.8000000D+01      0.1000000D+01      0.0000000D+00
    1016      0.8500000D+01      0.1000000D+01      0.0000000D+00
    1017      0.9000000D+01      0.1000000D+01      0.0000000D+00
    1018      0.9500000D+01      0.1000000D+01      0.0000000D+00
    1019     -0.9500000D+01      0.1500000D+01      0.0000000D+00
    1020     -0.9000000D+01      0.1500000D+01      0.0000000D+00
    1021     -0.8500000D+01      0.1500000D+01      0.0000000D+00
    1022     -0.8000000D+01      0.1500000D+01      0.0000000D+00
    1023     -0.7500000D+01      0.1500000D+01      0.0000000D+00
    1024     -0.7000000D+01      0.1500000D+01      0.0000000D+00
    1025     -0.6500000D+01      0.1500000D+01      0.0000000D+00
    1026     -0.6000000D+01      0.1500000D+01      0.0000000D+00
    1027     -0.5500000D+01      0.1500000D+01      0.0000000D+00
    1028     -0.5000000D+01      0.1500000D+01      0.0000000D+00
    1029     -0.4500000D+01      0.1500000D+01      0.0000000D+00
    1030     -0.4000000D+01      0.1500000D+01      0.0000000D+00
    1031     -0.3500000D+01      0.1500000D+01      0.0000000D+00
    1032     -0.3000000D+01      0.1500000D+01      0.0000000D+00
    1033     -0.2500000D+01      0.1500000D+01      0.0000000D+00
    1034     -0.2000000D+01      0.1500000D+01      0.0000000D+00
    1035     -0.1500000D+01      0.1500000D+01      0.0000000D+00
    1036     -0.1000000D+01      0.1500000D+01      0.0000000D+00
    1037     -0.5000000D+00      0.1500000D+01      0.0000000D+00
    1038      0.0000000D+00      0.1500000D+01      0.0000000D+00
    1039      0.5000000D+00      0.1500000D+01      0.0000000D+00
    1040      0.1000000D+01      0.1500000D+01      0.0000000D+00
    1041      0.1500000D+01      0.1500000D+01      0.0000000D+00
    1042      0.2000000D+01      0.1500000D+01      0.0000000D+00
    1043      0.2500000D+01      0.1500000D+01      0.0000000D+00
    1044      0.3000000D+01      0.1500000D+01      0.0000000D+00
    1045      0.3500000D+01      0.1500000D+01      0.0000000D+00
    1046      0.4000000D+01      0.1500000D+01      0.0000000D+00
    1047      0.4500000D+01      0.1500000D+01      0.0000000D+00
    1048      0.5000000D+01      0.1500000D+01      0.0000000D+00
    1049      0.5500000D+01      0.1500000D+01      0.0000000D+00
    1050      0.6000000D+01      0.1500000D+01      0.0000000D+00
    1051      0.6500000D+01      0.1500000D+01      0.0000000D+00
    1052      0.7000000D+01      0.1500000D+01      0.0000000D+00
    1053      0.7500000D+01      0.1500000D+01      0.0000000D+00
    1054      0.8000000D+01      0.1500000D+01      0.0000000D+00
    1055      0.8500000D+01      0.1500000D+01      0.0000000D+00
    1056      0.9000000D+01      0.1500000D+01      0.0000000D+00
    1057      0.9500000D+01      0.1500000D+01      0.0000000D+00
    1058     -0.9500000D+01      0.2000000D+01      0.0000000D+00
    1059     -0.9000000D+01      0.2000000D+01      0.0000000D+00
    1060     -0.8500000D+01      0.2000000D+01      0.0000000D+00
    1061     -0.8000000D+01      0.2000000D+01      0.0000000D+00
    1062     -0.7500000D+01      0.2000000D+01      0.0000000D+00
    1063     -0.7000000D+01      0.2000000D+01      0.0000000D+00
    1064     -0.6500000D+01      0.2000000D+01      0.0000000D+00
    1065     -0.6000000D+01      0.2000000D+01      0.0000000D+00
    1066     -0.5500000D+01      0.2000000D+01      0.0000000D+00
    1067     -0.5000000D+01      0.2000000D+01      0.0000000D+00
    1068     -0.4500000D+01      0.2000000D+01      0.0000000D+00
    1069     -0.4000000D+01      0.2000000D+01      0.0000000D+00
    1070     -0.3500000D+01      0.2000000D+01      0.0000000D+00
    1071     -0.3000000D+01      0.2000000D+01      0.0000000D+00
    1072     -0.2500000D+01      0.2000000D+01      0.0000000D+00
    1073     -0.2000000D+01      0.2000000D+01      0.0000000D+00
    1074     -0.1500000D+01      0.2000000D+01      0.0000000D+00
    1075     -0.1000000D+01      0.2000000D+01      0.0000000D+00
    1076     -0.5000000D+00      0.2000000D+01      0.0000000D+00
    1077      0.0000000D+00      0.2000000D+01      0.0000000D+00
    1078      0.5000000D+00      0.2000000D+01      0.0000000D+00
    1079      0.1000000D+01      0.2000000D+01      0.0000000D+00
    1080      0.1500000D+01      0.2000000D+01      0.0000000D+00
    1081      0.2000000D+01      0.2000000D+01      0.0000000D+00
    1082      0.2500000D+01      0.2000000D+01      0.0000000D+00
    1083      0.3000000D+01      0.2000000D+01      0.0000000D+00
    1084      0.3500000D+01      0.2000000D+01      0.0000000D+00
    1085      0.4000000D+01      0.2000000D+01      0.0000000D+00
    1086      0.4500000D+01      0.2000000D+01      0.0000000D+00
    1087      0.5000000D+01      0.2000000D+01      0.0000000D+00
    1088      0.5500000D+01      0.2000000D+01      0.0000000D+00
    1089      0.6000000D+01      0.2000000D+01      0.0000000D+00
    1090      0.6500000D+01      0.2000000D+01      0.0000000D+00
    1091      0.7000000D+01      0.2000000D+01      0.0000000D+00
    1092      0.7500000D+01      0.2000000D+01      0.0000000D+00
    1093      0.8000000D+01      0.2000000D+01      0.0000000D+00
    1094      0.8500000D+01      0.2000000D+01      0.0000000D+00
    1095      0.9000000D+01      0.2000000D+01      0.0000000D+00
    1096      0.9500000D+01      0.2000000D+01      0.0000000D+00
    1097     -0.9500000D+01      0.2500000D+01      0.0000000D+00
    1098     -0.9000000D+01      0.2500000D+01      0.0000000D+00
    1099     -0.8500000D+01      0.2500000D+01      0.0000000D+00
    1100     -0.8000000D+01      0.2500000D+01      0.0000000D+00
    1101     -0.7500000D+01      0.2500000D+01      0.0000000D+00
    1102     -0.7000000D+01      0.2500000D+01      0.0000000D+00
    1103     -0.6500000D+01      0.2500000D+01      0.0000000D+00
    1104     -0.6000000D+01      0.2500000D+01      0.0000000D+00
    1105     -0.5500000D+01      0.2500000D+01      0.0000000D+00
    1106     -0.5000000D+01      0.2500000D+01      0.0000000D+00
    1107     -0.4500000D+01      0.2500000D+01      0.0000000D+00
    1108     -0.4000000D+01      0.2500000D+01      0.0000000D+00
    1109     -0.3500000D+01      0.2500000D+01      0.0000000D+00
    1110     -0.3000000D+01      0.2500000D+01      0.0000000D+00
    1111     -0.2500000D+01      0.2500000D+01      0.0000000D+00
    1112     -0.2000000D+01      0.2500000D+01      0.0000000D+00
    1113     -0.1500000D+01      0.2500000D+01      0.0000000D+00
    1114     -0.1000000D+01      0.2500000D+01      0.0000000D+00
    1115     -0.5000000D+00      0.2500000D+01      0.0000000D+00
    1116      0.0000000D+00      0.2500000D+01      0.0000000D+00
    1117      0.5000000D+00      0.2500000D+01      0.0000000D+00
    1118      0.1000000D+01      0.2500000D+01      0.0000000D+00
    1119      0.1500000D+01      0.2500000D+01      0.0000000D+00
    1120      0.2000000D+01      0.2500000D+01      0.0000000D+00
    1121      0.2500000D+01      0.2500000D+01      0.0000000D+00
    1122      0.3000000D+01      0.2500000D+01      0.0000000D+00
    1123      0.3500000D+01      0.2500000D+01      0.0000000D+00
    1124      0.4000000D+01      0.2500000D+01      0.0000000D+00
    1125      0.4500000D+01      0.2500000D+01      0.0000000D+00
    1126      0.5000000D+01      0.2500000D+01      0.0000000D+00
    1127      0.5500000D+01      0.2500000D+01      0.0000000D+00
    1128      0.6000000D+01      0.2500000D+01      0.0000000D+00
    1129      0.6500000D+01      0.2500000D+01      0.0000000D+00
    1130      0.7000000D+01      0.2500000D+01      0.0000000D+00
    1131      0.7500000D+01      0.2500000D+01      0.0000000D+00
    1132      0.8000000D+01      0.2500000D+01      0.0000000D+00
    1133      0.8500000D+01      0.2500000D+01      0.0000000D+00
    1134      0.9000000D+01      0.2500000D+01      0.0000000D+00
    1135      0.9500000D+01      0.2500000D+01      0.0000000D+00
    1136     -0.9500000D+01      0.3000000D+01      0.0000000D+00
    1137     -0.9000000D+01      0.3000000D+01      0.0000000D+00
    1138     -0.8500000D+01      0.3000000D+01      0.0000000D+00
    1139     -0.8000000D+01      0.3000000D+01      0.0000000D+00
    1140     -0.7500000D+01      0.3000000D+01      0.0000000D+00
    1141     -0.7000000D+01      0.3000000D+01      0.0000000D+00
    1142     -0.6500000D+01      0.3000000D+01      0.0000000D+00
    1143     -0.6000000D+01      0.3000000D+01      0.0000000D+00
    1144     -0.5500000D+01      0.3000000D+01      0.0000000D+00
    1145     -0.5000000D+01      0.3000000D+01      0.0000000D+00
    1146     -0.4500000D+01      0.3000000D+01      0.0000000D+00
    1147     -0.4000000D+01      0.3000000D+01      0.0000000D+00
    1148     -0.3500000D+01      0.3000000D+01      0.0000000D+00
    1149     -0.3000000D+01      0.3000000D+01      0.0000000D+00
    1150     -0.2500000D+01      0.3000000D+01      0.0000000D+00
    1151     -0.2000000D+01      0.3000000D+01      0.0000000D+00
    1152     -0.1500000D+01      0.3000000D+01      0.0000000D+00
    1153     -0.1000000D+01      0.3000000D+01      0.0000000D+00
    1154     -0.5000000D+00      0.3000000D+01      0.0000000D+00
    1155      0.0000000D+00      0.3000000D+01      0.0000000D+00
    1156      0.5000000D+00      0.3000000D+01      0.0000000D+00
    1157      0.1000000D+01      0.3000000D+01      0.0000000D+00
    1158      0.1500000D+01      0.3000000D+01      0.0000000D+00
    1159      0.2000000D+01      0.3000000D+01      0.0000000D+00
    1160      0.2500000D+01      0.3000000D+01      0.0000000D+00
    1161      0.3000000D+01      0.3000000D+01      0.0000000D+00
    1162      0.3500000D+01      0.3000000D+01      0.0000000D+00
    1163      0.4000000D+01      0.3000000D+01      0.0000000D+00
    1164      0.4500000D+01      0.3000000D+01      0.0000000D+00
    1165      0.5000000D+01      0.3000000D+01      0.0000000D+00
    1166      0.5500000D+01      0.3000000D+01      0.0000000D+00
    1167      0.6000000D+01      0.3000000D+01      0.0000000D+00
    1168      0.6500000D+01      0.3000000D+01      0.0000000D+00
    1169      0.7000000D+01      0.3000000D+01      0.0000000D+00
    1170      0.7500000D+01      0.3000000D+01      0.0000000D+00
    1171      0.8000000D+01      0.3000000D+01      0.0000000D+00
    1172      0.8500000D+01      0.3000000D+01      0.0000000D+00
    1173      0.9000000D+01      0.3000000D+01      0.0000000D+00
    1174      0.9500000D+01      0.3000000D+01      0.0000000D+00
    1175     -0.9500000D+01      0.3500000D+01      0.0000000D+00
    1176     -0.9000000D+01      0.3500000D+01      0.0000000D+00
    1177     -0.8500000D+01      0.3500000D+01      0.0000000D+00
    1178     -0.8000000D+01      0.3500000D+01      0.0000000D+00
    1179     -0.7500000D+01      0.3500000D+01      0.0000000D+00
    1180     -0.7000000D+01      0.3500000D+01      0.0000000D+00
    1181     -0.6500000D+01      0.3500000D+01      0.0000000D+00
    1182     -0.6000000D+01      0.3500000D+01      0.0000000D+00
    1183     -0.5500000D+01      0.3500000D+01      0.0000000D+00
    1184     -0.5000000D+01      0.3500000D+01      0.0000000D+00
    1185     -0.4500000D+01      0.3500000D+01      0.0000000D+00
    1186     -0.4000000D+01      0.3500000D+01      0.0000000D+00
    1187     -0.3500000D+01      0.3500000D+01      0.0000000D+00
    1188     -0.3000000D+01      0.3500000D+01      0.0000000D+00
    1189     -0.2500000D+01      0.3500000D+01      0.0000000D+00
    1190     -0.2000000D+01      0.3500000D+01      0.0000000D+00
    1191     -0.1500000D+01      0.3500000D+01      0.0000000D+00
    1192     -0.1000000D+01      0.3500000D+01      0.0000000D+00
    1193     -0.5000000D+00      0.3500000D+01      0.0000000D+00
    1194      0.0000000D+00      0.3500000D+01      0.0000000D+00
    1195      0.5000000D+00      0.3500000D+01      0.0000000D+00
    1196      0.1000000D+01      0.3500000D+01      0.0000000D+00
    1197      0.1500000D+01      0.3500000D+01      0.0000000D+00
    1198      0.2000000D+01      0.3500000D+01      0.0000000D+00
    1199      0.2500000D+01      0.3500000D+01      0.0000000D+00
    1200      0.3000000D+01      0.3500000D+01      0.0000000D+00
    1201      0.3500000D+01      0.3500000D+01      0.0000000D+00
    1202      0.4000000D+01      0.3500000D+01      0.0000000D+00
    1203      0.4500000D+01      0.3500000D+01      0.0000000D+00
    1204      0.5000000D+01      0.3500000D+01      0.0000000D+00
    1205      0.5500000D+01      0.3500000D+01      0.0000000D+00
    1206      0.6000000D+01      0.3500000D+01      0.0000000D+00
    1207      0.6500000D+01      0.3500000D+01      0.0000000D+00
    1208      0.7000000D+01      0.3500000D+01      0.0000000D+00
    1209      0.7500000D+01      0.3500000D+01      0.0000000D+00
    1210      0.8000000D+01      0.3500000D+01      0.0000000D+00
    1211      0.8500000D+01      0.3500000D+01      0.0000000D+00
    1212      0.9000000D+01      0.3500000D+01      0.0000000D+00
    1213      0.9500000D+01      0.3500000D+01      0.0000000D+00
    1214     -0.9500000D+01      0.4000000D+01      0.0000000D+00
    1215     -0.9000000D+01      0.4000000D+01      0.0000000D+00
    1216     -0.8500000D+01      0.4000000D+01      0.0000000D+00
    1217     -0.8000000D+01      0.4000000D+01      0.0000000D+00
    1218     -0.7500000D+01      0.4000000D+01      0.0000000D+00
    1219     -0.7000000D+01      0.4000000D+01      0.0000000D+00
    1220     -0.6500000D+01      0.4000000D+01      0.0000000D+00
    1221     -0.6000000D+01      0.4000000D+01      0.0000000D+00
    1222     -0.5500000D+01      0.4000000D+01      0.0000000D+00
    1223     -0.5000000D+01      0.4000000D+01      0.0000000D+00
    1224     -0.4500000D+01      0.4000000D+01      0.0000000D+00
    1225     -0.4000000D+01      0.4000000D+01      0.0000000D+00
    1226     -0.3500000D+01      0.4000000D+01      0.0000000D+00
    1227     -0.3000000D+01      0.4000000D+01      0.0000000D+00
    1228     -0.2500000D+01      0.4000000D+01      0.0000000D+00
    1229     -0.2000000D+01      0.4000000D+01      0.0000000D+00
    1230     -0.1500000D+01      0.4000000D+01      0.0000000D+00
    1231     -0.1000000D+01      0.4000000D+01      0.0000000D+00
    1232     -0.5000000D+00      0.4000000D+01      0.0000000D+00
    1233      0.0000000D+00      0.4000000D+01      0.0000000D+00
    1234      0.5000000D+00      0.4000000D+01      0.0000000D+00
    1235      0.1000000D+01      0.4000000D+01      0.0000000D+00
    1236      0.1500000D+01      0.4000000D+01      0.0000000D+00
    1237      0.2000000D+01      0.4000000D+01      0.0000000D+00
    1238      0.2500000D+01      0.4000000D+01      0.0000000D+00
    1239      0.3000000D+01      0.4000000D+01      0.0000000D+00
    1240      0.3500000D+01      0.4000000D+01      0.0000000D+00
    1241      0.4000000D+01      0.4000000D+01      0.0000000D+00
    1242      0.4500000D+01      0.4000000D+01      0.0000000D+00
    1243      0.5000000D+01      0.4000000D+01      0.0000000D+00
    1244      0.5500000D+01      0.4000000D+01      0.0000000D+00
    1245      0.6000000D+01      0.4000000D+01      0.0000000D+00
    1246      0.6500000D+01      0.4000000D+01      0.0000000D+00
    1247      0.7000000D+01      0.4000000D+01      0.0000000D+00
    1248      0.7500000D+01      0.4000000D+01      0.0000000D+00
    1249      0.8000000D+01      0.4000000D+01      0.0000000D+00
    1250      0.8500000D+01      0.4000000D+01      0.0000000D+00
    1251      0.9000000D+01      0.4000000D+01      0.0000000D+00
    1252      0.9500000D+01      0.4000000D+01      0.0000000D+00
    1253     -0.9500000D+01      0.4500000D+01      0.0000000D+00
    1254     -0.9000000D+01      0.4500000D+01      0.0000000D+00
    1255     -0.8500000D+01      0.4500000D+01      0.0000000D+00
    1256     -0.8000000D+01      0.4500000D+01      0.0000000D+00
    1257     -0.7500000D+01      0.4500000D+01      0.0000000D+00
    1258     -0.7000000D+01      0.4500000D+01      0.0000000D+00
    1259     -0.6500000D+01      0.4500000D+01      0.0000000D+00
    1260     -0.6000000D+01      0.4500000D+01      0.0000000D+00
    1261     -0.5500000D+01      0.4500000D+01      0.0000000D+00
    1262     -0.5000000D+01      0.4500000D+01      0.0000000D+00
    1263     -0.4500000D+01      0.4500000D+01      0.0000000D+00
    1264     -0.4000000D+01      0.4500000D+01      0.0000000D+00
    1265     -0.3500000D+01      0.4500000D+01      0.0000000D+00
    1266     -0.3000000D+01      0.4500000D+01      0.0000000D+00
    1267     -0.2500000D+01      0.4500000D+01      0.0000000D+00
    1268     -0.2000000D+01      0.4500000D+01      0.0000000D+00
    1269     -0.1500000D+01      0.4500000D+01      0.0000000D+00
    1270     -0.1000000D+01      0.4500000D+01      0.0000000D+00
    1271     -0.5000000D+00      0.4500000D+01      0.0000000D+00
    1272      0.0000000D+00      0.4500000D+01      0.0000000D+00
    1273      0.5000000D+00      0.4500000D+01      0.0000000D+00
    1274      0.1000000D+01      0.4500000D+01      0.0000000D+00
    1275      0.1500000D+01      0.4500000D+01      0.0000000D+00
    1276      0.2000000D+01      0.4500000D+01      0.0000000D+00
    1277      0.2500000D+01      0.4500000D+01      0.0000000D+00
    1278      0.3000000D+01      0.4500000D+01      0.0000000D+00
    1279      0.3500000D+01      0.4500000D+01      0.0000000D+00
    1280      0.4000000D+01      0.4500000D+01      0.0000000D+00
    1281      0.4500000D+01      0.4500000D+01      0.0000000D+00
    1282      0.5000000D+01      0.4500000D+01      0.0000000D+00
    1283      0.5500000D+01      0.4500000D+01      0.0000000D+00
    1284      0.6000000D+01      0.4500000D+01      0.0000000D+00
    1285      0.6500000D+01      0.4500000D+01      0.0000000D+00
    1286      0.7000000D+01      0.4500000D+01      0.0000000D+00
    1287      0.7500000D+01      0.4500000D+01      0.0000000D+00
    1288      0.8000000D+01      0.4500000D+01      0.0000000D+00
    1289      0.8500000D+01      0.4500000D+01      0.0000000D+00
    1290      0.9000000D+01      0.4500000D+01      0.0000000D+00
    1291      0.9500000D+01      0.4500000D+01      0.0000000D+00
    1292     -0.9500000D+01      0.5000000D+01      0.0000000D+00
    1293     -0.9000000D+01      0.5000000D+01      0.0000000D+00
    1294     -0.8500000D+01      0.5000000D+01      0.0000000D+00
    1295     -0.8000000D+01      0.5000000D+01      0.0000000D+00
    1296     -0.7500000D+01      0.5000000D+01      0.0000000D+00
    1297     -0.7000000D+01      0.5000000D+01      0.0000000D+00
    1298     -0.6500000D+01      0.5000000D+01      0.0000000D+00
    1299     -0.6000000D+01      0.5000000D+01      0.0000000D+00
    1300     -0.5500000D+01      0.5000000D+01      0.0000000D+00
    1301     -0.5000000D+01      0.5000000D+01      0.0000000D+00
    1302     -0.4500000D+01      0.5000000D+01      0.0000000D+00
    1303     -0.4000000D+01      0.5000000D+01      0.0000000D+00
    1304     -0.3500000D+01      0.5000000D+01      0.0000000D+00
    1305     -0.3000000D+01      0.5000000D+01      0.0000000D+00
    1306     -0.2500000D+01      0.5000000D+01      0.0000000D+00
    1307     -0.2000000D+01      0.5000000D+01      0.0000000D+00
    1308     -0.1500000D+01      0.5000000D+01      0.0000000D+00
    1309     -0.1000000D+01      0.5000000D+01      0.0000000D+00
    1310     -0.5000000D+00      0.5000000D+01      0.0000000D+00
    1311      0.4440900D-15      0.5000000D+01      0.0000000D+00
    1312      0.5000000D+00      0.5000000D+01      0.0000000D+00
    1313      0.1000000D+01      0.5000000D+01      0.0000000D+00
    1314      0.1500000D+01      0.5000000D+01      0.0000000D+00
    1315      0.2000000D+01      0.5000000D+01      0.0000000D+00
    1316      0.2500000D+01      0.5000000D+01      0.0000000D+00
    1317      0.3000000D+01      0.5000000D+01      0.0000000D+00
    1318      0.3500000D+01      0.5000000D+01      0.0000000D+00
    1319      0.4000000D+01      0.5000000D+01      0.0000000D+00
    1320      0.4500000D+01      0.5000000D+01      0.0000000D+00
    1321      0.5000000D+01      0.5000000D+01      0.0000000D+00
    1322      0.5500000D+01      0.5000000D+01      0.0000000D+00
    1323      0.6000000D+01      0.5000000D+01      0.0000000D+00
    1324      0.6500000D+01      0.5000000D+01      0.0000000D+00
    1325      0.7000000D+01      0.5000000D+01      0.0000000D+00
    1326      0.7500000D+01      0.5000000D+01      0.0000000D+00
    1327      0.8000000D+01      0.5000000D+01      0.0000000D+00
    1328      0.8500000D+01      0.5000000D+01      0.0000000D+00
    1329      0.9000000D+01      0.5000000D+01      0.0000000D+00
    1330      0.9500000D+01      0.5000000D+01      0.0000000D+00
    1331     -0.9500000D+01      0.5500000D+01      0.0000000D+00
    1332     -0.9000000D+01      0.5500000D+01      0.0000000D+00
    1333     -0.8500000D+01      0.5500000D+01      0.0000000D+00
    1334     -0.8000000D+01      0.5500000D+01      0.0000000D+00
    1335     -0.7500000D+01      0.5500000D+01      0.0000000D+00
    1336     -0.7000000D+01      0.5500000D+01      0.0000000D+00
    1337     -0.6500000D+01      0.5500000D+01      0.0000000D+00
    1338     -0.6000000D+01      0.5500000D+01      0.0000000D+00
    1339     -0.5500000D+01      0.5500000D+01      0.0000000D+00
    1340     -0.5000000D+01      0.5500000D+01      0.0000000D+00
